frame,id,x,y,image_index,angle
4,41,248,42,0,45
4,42,404,139,0,-147
4,43,532,356,0,-188
4,44,349,31,0,-206
4,45,302,147,0,-262
4,46,683,395,0,-161
4,47,457,631,0,-175
4,48,28,112,0,-97
4,49,117,514,0,11
5,0,642,589,0,-187
5,1,375,355,0,-154
5,2,581,56,0,35
5,3,645,331,0,-126
5,4,543,154,0,-4
5,5,693,17,0,-70
5,6,422,713,0,-137
5,7,154,332,0,-188
5,8,183,334,0,-122
5,9,157,174,0,-268
5,10,348,235,0,-169
5,11,649,416,1,-78
5,12,634,77,0,39
5,13,526,542,1,-268
5,14,333,616,0,-67
5,15,224,421,0,0
5,16,651,371,0,-75
5,17,10,171,0,50
5,18,316,113,0,-12
5,19,511,509,1,-230
5,20,317,394,0,-225
5,21,391,307,0,-181
5,22,4,30,0,74
5,23,732,428,0,17
5,24,114,388,0,-232
5,25,596,403,0,-84
5,26,185,368,0,-26
5,27,445,332,0,-10
5,28,411,736,0,-168
5,29,605,612,0,-64
5,30,576,597,0,-73
5,31,403,318,0,-268
5,32,670,428,0,-76
5,33,384,381,1,-163
5,34,238,411,0,-251
5,35,7,161,0,55
5,36,451,658,0,-115
5,37,603,595,0,-22
5,38,631,523,0,-182
5,39,25,24,0,-153
5,40,188,64,0,-2
5,41,246,39,0,45
5,42,405,141,0,-147
5,43,531,359,0,-188
5,44,347,34,0,-206
5,45,299,147,0,85
5,46,684,398,0,-168
5,47,457,636,0,-176
5,48,31,112,0,-97
5,49,117,511,0,11
6,0,641,592,0,-196
6,1,377,358,0,-149
6,2,579,53,0,35
6,3,648,334,0,-131
6,4,543,151,0,-4
6,5,696,16,0,-70
6,6,424,715,1,-144
6,7,154,335,0,-177
6,8,186,336,0,-128
6,9,154,174,0,-268
6,10,349,238,0,-169
6,11,653,415,1,-75
6,12,632,74,0,39
6,13,523,542,0,84
6,14,336,614,0,-67
6,15,224,418,0,-2
6,16,654,370,0,-80
6,17,8,168,0,49
6,18,316,110,0,-6
6,19,508,512,0,-223
6,20,314,396,0,-225
6,21,391,310,0,-179
6,22,2,29,0,71
6,23,731,425,0,17
6,24,111,390,0,-232
6,25,599,402,0,-84
6,26,187,364,0,-21
6,27,445,329,0,5
6,28,412,739,1,-161
6,29,608,610,0,-60
6,30,581,596,0,-75
6,31,400,319,0,-263
6,32,673,427,0,-71
6,33,385,384,1,-163
6,34,234,412,0,-252
6,35,5,159,0,56
6,36,454,659,0,-111
6,37,605,592,0,-26
6,38,631,526,0,-182
6,39,26,26,0,-162
6,40,188,61,0,-2
6,41,243,37,0,45
6,42,407,144,0,-147
6,43,531,362,0,-188
6,44,346,37,0,-206
6,45,297,146,0,70
6,46,684,401,0,-173
6,47,457,641,0,-176
6,48,34,113,0,-97
6,49,116,508,0,11
7,0,639,595,0,-203
7,1,378,361,0,-146
7,2,578,51,0,35
7,3,651,337,1,-135
7,4,543,148,0,-4
7,5,699,15,0,-70
7,6,425,718,1,-150
7,7,155,338,0,-168
7,8,188,338,0,-134
7,9,151,174,0,-268
7,10,349,241,0,-169
7,11,657,414,1,-74
7,12,630,72,0,39
7,13,520,541,0,79
7,14,339,613,0,-67
7,15,224,415,0,-2
7,16,657,370,0,-86
7,17,5,166,0,48
7,18,316,107,0,3
7,19,506,514,0,-217
7,20,312,398,0,-225
7,21,391,313,0,-179
7,22,-1,28,0,68
7,23,730,422,0,17
7,24,109,392,0,-232
7,25,602,402,0,-84
7,26,188,360,0,-17
7,27,444,326,0,18
7,28,414,741,0,-155
7,29,610,609,0,-56
7,30,586,595,0,-76
7,31,397,319,0,-258
7,32,676,426,0,-65
7,33,386,387,1,-163
7,34,230,413,0,-254
7,35,2,157,0,57
7,36,457,660,0,-108
7,37,606,590,0,-30
7,38,631,529,0,-182
7,39,26,29,0,-172
7,40,188,58,0,-2
7,41,241,35,0,45
7,42,408,146,0,-147
7,43,530,365,0,-188
7,44,345,39,0,-206
7,45,294,144,0,56
7,46,684,404,0,-176
7,47,458,645,0,-176
7,48,37,113,0,-97
7,49,116,505,0,11
8,0,638,598,0,-210
8,1,380,363,0,-139
8,2,576,48,0,35
8,3,654,340,0,-137
8,4,543,145,0,-4
8,5,701,14,0,-70
8,6,427,721,0,-156
8,7,156,341,0,-159
8,8,190,340,0,-139
8,9,148,174,0,-268
8,10,350,244,0,-169
8,11,661,412,0,-73
8,12,628,70,0,39
8,13,516,540,0,75
8,14,341,612,0,-67
8,15,224,411,0,-1
8,16,660,370,0,-91
8,17,3,164,0,47
8,18,315,104,0,13
8,19,505,517,0,-213
8,20,310,400,0,-225
8,21,391,316,0,-180
8,22,747,27,0,68
8,23,729,419,0,28
8,24,107,393,0,-232
8,25,605,402,0,-84
8,26,189,356,0,-14
8,27,442,323,0,30
8,28,415,744,0,-149
8,29,613,607,0,-53
8,30,591,593,0,-77
8,31,394,320,0,-252
8,32,678,425,0,-61
8,33,387,389,1,-161
8,34,226,414,0,-256
8,35,0,156,0,58
8,36,460,661,0,-106
8,37,608,587,0,-34
8,38,630,532,0,-182
8,39,27,32,0,-172
8,40,188,55,0,-2
8,41,239,33,0,45
8,42,410,149,0,-147
8,43,530,368,0,-188
8,44,344,42,0,-206
8,45,292,142,0,42
8,46,685,407,0,-175
8,47,458,650,0,-175
8,48,40,113,0,-97
8,49,115,502,0,11
9,0,636,600,0,-216
9,1,382,365,0,-135
9,2,574,46,0,35
9,3,657,344,0,-139
9,4,543,142,0,-4
9,5,705,13,0,-76
9,6,428,724,0,-161
9,7,158,344,0,-151
9,8,191,343,0,-144
9,9,145,174,0,-268
9,10,351,247,0,-169
9,11,665,411,1,-72
9,12,626,67,0,39
9,13,513,539,0,72
9,14,344,611,0,-67
9,15,224,408,0,1
9,16,664,370,1,-97
9,17,0,161,0,47
9,18,314,101,1,25
9,19,503,520,0,-210
9,20,308,403,0,-225
9,21,391,319,0,-180
9,22,744,26,0,68
9,23,727,416,0,36
9,24,104,395,0,-232
9,25,608,401,0,-84
9,26,190,353,0,-11
9,27,439,320,0,41
9,28,417,746,0,-143
9,29,615,605,0,-50
9,30,596,592,0,-79
9,31,392,321,0,-246
9,32,681,423,0,-60
9,33,388,392,1,-158
9,34,222,415,0,-259
9,35,747,154,0,58
9,36,463,661,0,-106
9,37,610,585,0,-40
9,38,630,535,0,-182
9,39,27,35,0,-172
9,40,188,52,0,-2
9,41,237,31,0,45
9,42,412,151,0,-147
9,43,529,371,0,-188
9,44,342,45,0,-206
9,45,290,139,1,30
9,46,685,410,0,-174
9,47,459,655,0,-173
9,48,43,114,0,-97
9,49,114,499,0,11
10,0,634,603,0,-223
10,1,385,367,0,-130
10,2,572,44,0,35
10,3,661,348,0,-140
10,4,544,139,0,-4
10,5,708,12,0,-80
10,6,429,728,0,-165
10,7,160,347,0,-144
10,8,193,345,0,-149
10,9,142,174,0,-268
10,10,351,250,0,-169
10,11,669,410,1,-71
10,12,624,65,0,39
10,13,509,538,0,69
10,14,347,610,0,-67
10,15,224,405,0,4
10,16,667,371,0,-102
10,17,-2,159,0,47
10,18,312,99,0,38
10,19,501,523,0,-208
10,20,306,405,0,-225
10,21,392,323,0,-177
10,22,741,25,0,67
10,23,724,414,0,44
10,24,102,397,0,-232
10,25,611,401,0,-84
10,26,190,349,0,-8
10,27,436,318,0,50
10,28,419,748,0,-138
10,29,617,603,0,-48
10,30,601,591,0,-80
10,31,389,323,0,-239
10,32,684,421,0,-59
10,33,389,395,1,-154
10,34,219,415,0,-263
10,35,745,153,0,58
10,36,465,662,0,-107
10,37,612,583,0,-46
10,38,630,538,0,-182
10,39,27,38,0,-172
10,40,188,49,0,-2
10,41,235,29,0,45
10,42,413,154,0,-147
10,43,529,374,0,-188
10,44,341,47,0,-206
10,45,289,136,0,21
10,46,685,413,0,-171
10,47,460,660,0,-171
10,48,46,114,0,-97
10,49,114,496,0,11
11,0,631,605,0,-230
11,1,387,369,0,-126
11,2,571,41,0,35
11,3,664,352,0,-141
11,4,544,136,0,-4
11,5,712,12,0,-83
11,6,430,732,0,-168
11,7,162,350,0,-138
11,8,194,348,0,-154
11,9,139,174,0,-268
11,10,352,253,0,-169
11,11,674,408,1,-70
11,12,622,63,0,39
11,13,506,536,0,69
11,14,350,609,0,-67
11,15,224,402,0,7
11,16,670,372,0,-106
11,17,747,157,0,47
11,18,310,97,0,51
11,19,500,526,0,-208
11,20,304,407,0,-225
11,21,392,326,0,-175
11,22,737,23,0,66
11,23,721,411,0,51
11,24,100,399,0,-232
11,25,614,401,0,-84
11,26,191,346,0,-6
11,27,433,316,0,58
11,28,421,751,0,-134
11,29,619,601,0,-45
11,30,607,590,0,-80
11,31,387,325,0,-232
11,32,687,420,0,-58
11,33,391,398,1,-150
11,34,216,415,0,-267
11,35,742,151,0,58
11,36,468,663,0,-110
11,37,614,581,0,-48
11,38,630,541,0,-184
11,39,28,41,0,-172
11,40,188,46,0,-2
11,41,232,27,0,56
11,42,415,156,0,-147
11,43,529,377,0,-188
11,44,340,50,0,-206
11,45,288,132,0,14
11,46,686,415,0,-168
11,47,460,664,0,-169
11,48,49,115,0,-97
11,49,113,493,0,11
12,0,629,606,0,-236
12,1,390,370,0,-123
12,2,569,39,0,35
12,3,667,356,0,-141
12,4,544,133,0,-4
12,5,716,12,0,-86
12,6,430,736,0,-170
12,7,165,352,0,-131
12,8,195,351,0,-157
12,9,136,174,0,-268
12,10,352,256,0,-169
12,11,678,407,0,-71
12,12,621,60,0,39
12,13,502,535,0,69
12,14,353,607,0,-67
12,15,223,399,0,12
12,16,674,373,0,-111
12,17,745,154,0,47
12,18,307,95,0,61
12,19,498,529,0,-209
12,20,302,409,0,-225
12,21,392,330,0,-174
12,22,734,21,0,65
12,23,718,409,0,55
12,24,97,401,0,-232
12,25,617,400,0,-84
12,26,191,342,0,-4
12,27,429,314,0,66
12,28,423,2,0,-134
12,29,621,598,0,-43
12,30,612,590,0,-81
12,31,385,327,0,-225
12,32,689,418,0,-55
12,33,392,400,1,-144
12,34,213,415,0,86
12,35,740,150,0,59
12,36,471,664,0,-113
12,37,616,579,0,-52
12,38,630,545,0,-185
12,39,28,44,0,-172
12,40,189,43,0,-12
12,41,229,25,0,64
12,42,417,159,0,-147
12,43,528,380,0,-188
12,44,338,53,0,-206
12,45,287,127,1,10
12,46,687,418,0,-165
12,47,462,668,0,-165
12,48,52,115,0,-97
12,49,113,490,0,11
13,0,626,608,0,-242
13,1,392,372,0,-119
13,2,567,36,0,35
13,3,670,360,0,-142
13,4,544,130,0,-4
13,5,720,11,0,-88
13,6,431,740,0,-170
13,7,168,354,0,-126
13,8,196,353,0,-161
13,9,133,174,0,-268
13,10,353,259,0,-169
13,11,682,405,0,-71
13,12,619,58,0,39
13,13,499,534,0,70
13,14,355,606,0,-67
13,15,222,397,0,19
13,16,677,375,0,-116
13,17,742,152,0,48
13,18,304,94,1,70
13,19,496,532,0,-210
13,20,300,411,0,-225
13,21,393,333,0,-172
13,22,730,20,0,63
13,23,715,407,0,59
13,24,95,403,0,-232
13,25,620,400,0,-84
13,26,191,339,0,-4
13,27,424,313,0,73
13,28,425,4,0,-134
13,29,623,596,0,-42
13,30,617,589,0,-80
13,31,383,329,0,-217
13,32,692,416,0,-52
13,33,394,402,1,-138
13,34,210,414,0,79
13,35,737,148,0,59
13,36,474,666,1,-118
13,37,619,577,0,-54
13,38,629,549,0,-185
13,39,29,47,0,-172
13,40,190,40,0,-19
13,41,225,24,0,69
13,42,418,162,0,-147
13,43,528,383,0,-188
13,44,337,56,0,-206
13,45,287,123,0,7
13,46,688,421,0,-161
13,47,463,672,1,-162
13,48,55,115,0,-97
13,49,112,487,0,11
14,0,623,609,0,-248
14,1,395,373,0,-116
14,2,565,34,0,35
14,3,674,365,0,-143
14,4,545,127,0,-4
14,5,724,11,0,-89
14,6,432,744,0,-170
14,7,171,356,0,-122
14,8,197,356,0,-165
14,9,130,174,0,-268
14,10,353,261,0,-169
14,11,686,404,0,-70
14,12,617,56,0,39
14,13,495,532,0,71
14,14,358,605,0,-67
14,15,221,394,0,24
14,16,681,377,0,-120
14,17,740,150,0,49
14,18,301,94,0,77
14,19,495,535,0,-211
14,20,297,413,0,-225
14,21,393,336,0,-172
14,22,727,18,0,62
14,23,711,405,0,61
14,24,92,405,0,-232
14,25,623,400,0,-84
14,26,191,336,0,-4
14,27,419,312,0,80
14,28,428,6,0,-134
14,29,625,594,0,-39
14,30,622,588,0,-79
14,31,381,332,0,-210
14,32,695,413,0,-50
14,33,397,404,1,-131
14,34,207,413,0,70
14,35,735,146,0,58
14,36,476,667,0,-122
14,37,621,576,0,-58
14,38,629,553,0,-184
14,39,29,50,0,-172
14,40,192,36,0,-24
14,41,221,23,0,72
14,42,420,164,0,-147
14,43,527,386,0,-188
14,44,336,58,0,-206
14,45,286,118,0,5
14,46,689,424,0,-156
14,47,464,676,0,-158
14,48,58,116,0,-97
14,49,111,484,0,11
15,0,621,610,0,-255
15,1,398,374,0,-114
15,2,564,31,0,35
15,3,677,369,0,-143
15,4,545,124,0,-4
15,5,727,11,0,-89
15,6,432,748,0,-170
15,7,175,358,0,-117
15,8,198,359,0,-164
15,9,127,174,0,-268
15,10,354,264,0,-169
15,11,691,402,0,-70
15,12,615,53,0,39
15,13,492,532,0,73
15,14,361,604,0,-67
15,15,219,391,0,29
15,16,684,379,0,-123
15,17,737,147,0,50
15,18,299,93,0,74
15,19,493,537,0,-214
15,20,295,415,0,-225
15,21,394,340,0,-171
15,22,724,16,0,59
15,23,707,403,0,62
15,24,90,406,0,-232
15,25,626,399,0,-84
15,26,192,333,0,-4
15,27,414,311,0,86
15,28,430,8,0,-134
15,29,627,591,0,-37
15,30,627,587,0,-79
15,31,380,335,0,-203
15,32,697,411,0,-46
15,33,399,406,1,-123
15,34,204,412,0,62
15,35,732,145,0,58
15,36,479,669,0,-127
15,37,624,574,0,-61
15,38,629,558,0,-183
15,39,29,53,0,-172
15,40,193,33,0,-27
15,41,217,22,0,75
15,42,421,167,0,-147
15,43,527,389,0,-188
15,44,334,61,0,-206
15,45,286,113,0,3
15,46,691,427,0,-149
15,47,466,680,0,-154
15,48,61,116,0,-97
15,49,111,481,0,11
16,0,618,610,0,-264
16,1,400,375,0,-113
16,2,562,29,0,35
16,3,681,374,0,-143
16,4,545,121,0,-4
16,5,730,11,0,-89
16,6,433,752,0,-170
16,7,179,360,0,-112
16,8,199,362,0,-164
16,9,124,174,0,-268
16,10,354,261,0,-7
16,11,695,401,0,-70
16,12,613,51,0,39
16,13,489,531,0,76
16,14,364,603,0,-67
16,15,218,388,0,33
16,16,688,382,0,-125
16,17,734,145,0,50
16,18,296,92,0,70
16,19,491,540,0,-218
16,20,293,417,0,-225
16,21,394,343,0,-171
16,22,721,14,0,57
16,23,703,401,0,62
16,24,88,408,0,-232
16,25,629,399,0,-84
16,26,192,330,0,-5
16,27,409,312,0,-268
16,28,432,10,0,-134
16,29,629,589,0,-36
16,30,632,586,0,-79
16,31,379,337,0,-197
16,32,699,409,0,-44
16,33,402,407,1,-115
16,34,202,410,1,54
16,35,730,143,0,58
16,36,481,671,0,-132
16,37,627,573,0,-65
16,38,629,563,0,-182
16,39,30,56,0,-172
16,40,195,29,0,-29
16,41,213,21,0,75
16,42,423,169,0,-147
16,43,526,391,0,-188
16,44,332,64,0,-212
16,45,286,108,0,2
16,46,693,429,0,-140
16,47,468,683,0,-150
16,48,64,116,0,-97
16,49,110,478,0,11
17,0,615,610,0,87
17,1,403,377,0,-112
17,2,560,26,0,35
17,3,685,379,0,-142
17,4,545,118,0,-4
17,5,733,11,0,-88
17,6,434,4,0,-169
17,7,182,361,0,-109
17,8,200,365,0,-164
17,9,121,175,0,-268
17,10,354,259,0,13
17,11,698,399,0,-71
17,12,611,49,0,39
17,13,486,530,0,80
17,14,366,602,0,-67
17,15,216,386,0,37
17,16,691,385,0,-128
17,17,731,143,0,51
17,18,293,90,0,66
17,19,489,542,0,-223
17,20,291,420,0,-225
17,21,395,346,0,-171
17,22,719,12,0,53
17,23,700,399,0,63
17,24,85,410,0,-232
17,25,632,399,0,-84
17,26,192,328,0,-8
17,27,404,312,0,-263
17,28,434,12,0,-134
17,29,630,587,0,-34
17,30,636,585,0,-78
17,31,379,340,0,-191
17,32,701,406,0,-42
17,33,405,408,1,-106
17,34,200,408,0,45
17,35,727,142,0,56
17,36,483,674,0,-138
17,37,630,572,0,-69
17,38,628,567,0,-181
17,39,30,59,0,-172
17,40,197,26,0,-29
17,41,209,20,0,75
17,42,425,172,0,-147
17,43,526,394,0,-188
17,44,330,67,0,-217
17,45,286,103,0,2
17,46,695,431,0,-131
17,47,470,686,0,-146
17,48,67,117,0,-97
17,49,110,475,0,11
18,0,612,609,0,76
18,1,406,378,0,-111
18,2,559,24,0,35
18,3,688,384,0,-142
18,4,546,115,0,-4
18,5,736,11,0,-86
18,6,434,8,0,-169
18,7,186,362,0,-107
18,8,200,368,0,-165
18,9,118,175,0,-268
18,10,355,256,0,-17
18,11,702,398,0,-72
18,12,609,46,0,39
18,13,483,530,0,85
18,14,369,600,0,-67
18,15,213,383,0,40
18,16,695,387,0,-130
18,17,729,141,0,52
18,18,290,89,0,62
18,19,487,544,0,-228
18,20,289,422,0,-225
18,21,395,349,0,-170
18,22,717,10,0,47
18,23,697,397,0,64
18,24,83,412,0,-232
18,25,635,398,0,-84
18,26,193,325,0,-13
18,27,399,313,0,-257
18,28,436,14,0,-134
18,29,632,584,0,-34
18,30,640,584,0,-77
18,31,378,343,0,-185
18,32,703,404,0,-41
18,33,408,408,1,-98
18,34,198,406,0,38
18,35,725,140,0,55
18,36,485,676,0,-144
18,37,632,571,0,-73
18,38,628,572,0,-181
18,39,31,62,0,-172
18,40,199,23,0,-28
18,41,205,18,0,75
18,42,426,174,0,-147
18,43,526,397,0,-188
18,44,327,70,0,-222
18,45,286,98,0,2
18,46,697,432,0,-120
18,47,473,689,0,-141
18,48,70,117,0,-97
18,49,109,473,0,11
19,0,609,608,0,65
19,1,409,379,0,-110
19,2,557,22,0,35
19,3,692,389,0,-142
19,4,546,112,0,-4
19,5,739,11,0,-83
19,6,435,12,0,-168
19,7,190,364,0,-108
19,8,201,371,0,-166
19,9,115,175,0,-268
19,10,355,253,0,-17
19,11,705,397,0,-73
19,12,607,44,0,39
19,13,480,530,0,-270
19,14,372,599,0,-67
19,15,211,381,0,43
19,16,698,390,0,-132
19,17,726,139,0,53
19,18,288,87,0,58
19,19,485,545,0,-234
19,20,292,420,0,-64
19,21,396,352,0,-171
19,22,715,8,0,41
19,23,693,396,0,64
19,24,81,414,0,-232
19,25,638,398,0,-84
19,26,194,322,0,-21
19,27,393,315,0,-251
19,28,438,17,0,-134
19,29,634,582,0,-34
19,30,643,583,0,-75
19,31,378,346,0,-180
19,32,705,402,0,-41
19,33,411,408,1,-90
19,34,196,403,0,32
19,35,722,138,0,54
19,36,486,679,0,-149
19,37,635,571,0,-77
19,38,628,577,0,-180
19,39,31,65,0,-172
19,40,201,19,0,-27
19,41,202,17,0,73
19,42,428,177,0,-147
19,43,525,400,0,-188
19,44,324,74,0,-226
19,45,286,93,0,0
19,46,700,433,0,-109
19,47,475,692,0,-138
19,48,73,118,0,-97
19,49,108,470,0,11
20,0,607,606,0,51
20,1,412,380,0,-110
20,2,555,19,0,35
20,3,696,393,0,-142
20,4,546,109,0,-4
20,5,742,10,0,-80
20,6,436,15,0,-166
20,7,194,365,0,-107
20,8,202,374,0,-165
20,9,112,175,0,-268
20,10,356,250,0,-17
20,11,708,396,0,-75
20,12,606,42,0,39
20,13,477,530,0,-265
20,14,375,598,0,-67
20,15,209,378,0,46
20,16,702,393,0,-132
20,17,723,137,0,54
20,18,285,86,0,54
20,19,482,547,0,-241
20,20,295,420,0,-82
20,21,396,355,0,-171
20,22,713,6,0,33
20,23,691,395,0,66
20,24,78,416,0,-232
20,25,640,398,0,-84
20,26,196,319,0,-31
20,27,389,317,0,-245
20,28,441,19,0,-136
20,29,635,579,0,-33
20,30,646,582,0,-74
20,31,379,349,0,-174
20,32,707,400,0,-42
20,33,414,408,1,-82
20,34,194,399,0,27
20,35,720,136,0,53
20,36,488,681,0,-153
20,37,638,570,0,-81
20,38,629,581,0,-178
20,39,31,68,0,-172
20,40,202,16,0,-25
20,41,198,16,0,71
20,42,429,179,0,-147
20,43,525,403,0,-188
20,44,320,77,0,-230
20,45,286,88,0,-2
20,46,703,434,0,-98
20,47,478,694,0,-134
20,48,76,118,0,-97
20,49,108,467,0,11
21,0,605,603,0,37
21,1,415,381,0,-111
21,2,553,17,0,35
21,3,700,398,0,-142
21,4,546,106,0,-4
21,5,745,9,0,-74
21,6,437,19,0,-165
21,7,198,366,0,-107
21,8,203,377,0,-166
21,9,109,175,0,-268
21,10,357,247,0,-17
21,11,711,395,0,-77
21,12,604,39,0,39
21,13,474,531,1,-258
21,14,377,597,0,-67
21,15,206,376,0,48
21,16,705,397,0,-133
21,17,720,135,0,54
21,18,283,84,0,50
21,19,479,548,1,-246
21,20,297,421,0,-118
21,21,397,358,0,-172
21,22,712,3,0,22
21,23,688,393,0,67
21,24,76,418,0,-232
21,25,644,397,0,-83
21,26,198,317,0,-45
21,27,384,320,0,-239
21,28,443,21,0,-138
21,29,637,577,0,-32
21,30,649,581,0,-72
21,31,379,352,0,-169
21,32,709,397,0,-43
21,33,417,407,0,-75
21,34,193,396,0,22
21,35,717,135,0,53
21,36,489,684,0,-157
21,37,641,570,0,-85
21,38,629,586,0,-177
21,39,32,71,0,-172
21,40,203,13,0,-22
21,41,195,15,0,68
21,42,431,182,0,-147
21,43,524,406,0,-188
