frame,id,x,y,image_index,angle
185,0,165,474,1,-269
185,1,419,311,0,-68
185,2,73,60,0,-224
185,3,431,541,1,-105
185,4,685,385,1,-18
185,5,67,394,1,20
185,6,462,38,1,56
185,7,286,62,0,-241
185,8,281,62,0,-230
185,9,464,39,0,25
185,10,471,75,0,51
185,11,431,542,1,-109
185,12,316,648,0,29
185,13,67,51,0,-217
185,14,630,7,0,-140
185,15,89,684,1,37
185,16,432,541,0,-108
185,17,299,71,1,-194
185,18,64,395,0,16
185,19,66,52,0,-218
185,20,414,306,0,-80
185,21,419,311,0,-72
185,22,624,269,0,10
185,23,402,214,0,-268
185,24,166,460,1,-253
185,25,401,216,1,-262
185,26,305,656,0,17
185,27,420,307,0,-79
185,28,461,35,0,57
185,29,163,473,1,89
185,30,161,475,1,89
185,31,417,312,0,-72
185,32,432,542,1,-109
185,33,398,311,0,-154
185,34,88,681,1,36
185,35,301,72,1,-195
185,36,686,383,1,-15
185,37,158,472,1,80
185,38,161,473,1,81
185,39,465,39,1,30
185,40,162,471,1,90
185,41,162,473,1,88
185,42,458,43,0,86
185,43,329,623,0,-253
185,44,64,394,0,12
185,45,63,393,1,15
185,46,432,542,1,-106
185,47,399,218,1,83
185,48,303,656,0,14
185,49,437,546,1,-109
186,0,162,474,1,-270
186,1,421,310,0,-67
186,2,71,62,0,-227
186,3,434,542,1,-104
186,4,686,383,1,-18
186,5,66,392,1,21
186,6,459,36,0,57
186,7,283,64,0,-238
186,8,279,64,0,-226
186,9,463,36,1,28
186,10,467,71,0,46
186,11,434,543,0,-109
186,12,315,645,0,29
186,13,65,54,0,-216
186,14,632,9,0,-140
186,15,87,681,1,36
186,16,435,542,0,-109
186,17,298,74,1,-199
186,18,63,392,1,15
186,19,64,54,0,-217
186,20,417,305,0,-81
186,21,422,310,0,-72
186,22,624,266,0,10
186,23,399,214,0,-268
186,24,163,461,1,-251
186,25,398,216,1,-262
186,26,305,653,0,14
186,27,423,307,0,-80
186,28,459,34,0,60
186,29,160,473,1,89
186,30,158,475,1,87
186,31,420,311,0,-71
186,32,435,543,0,-108
186,33,400,314,0,-145
186,34,86,678,1,37
186,35,300,75,1,-200
186,36,686,380,1,-15
186,37,155,471,1,81
186,38,158,472,1,81
186,39,463,36,1,33
186,40,159,471,1,90
186,41,159,472,0,88
186,42,455,43,0,84
186,43,325,624,0,-250
186,44,64,392,1,13
186,45,62,391,1,14
186,46,435,543,0,-107
186,47,396,217,1,82
186,48,302,652,0,12
186,49,440,547,1,-109
187,0,159,474,0,89
187,1,424,309,0,-67
187,2,68,64,0,-229
187,3,436,543,1,-105
187,4,687,380,1,-17
187,5,65,389,1,22
187,6,457,34,0,58
187,7,280,67,0,-235
187,8,277,66,0,-222
187,9,461,33,1,30
187,10,464,68,0,43
187,11,437,544,1,-109
187,12,313,643,0,30
187,13,64,56,0,-216
187,14,634,12,0,-140
187,15,85,679,1,36
187,16,438,543,1,-109
187,17,297,77,0,-203
187,18,62,389,1,15
187,19,63,57,0,-216
187,20,420,305,0,-82
187,21,424,309,0,-72
187,22,623,263,0,10
187,23,396,214,1,-267
187,24,160,462,1,-249
187,25,395,216,1,-262
187,26,304,650,0,11
187,27,426,306,0,-81
187,28,456,32,0,60
187,29,157,473,1,88
187,30,155,475,1,86
187,31,423,310,0,-70
187,32,438,543,1,-108
187,33,402,316,0,-137
187,34,85,676,1,36
187,35,299,78,0,-205
187,36,687,378,1,-16
187,37,152,471,1,81
187,38,155,472,1,80
187,39,462,34,0,37
187,40,156,471,1,89
187,41,156,472,1,88
187,42,452,42,0,83
187,43,321,626,0,-248
187,44,63,389,1,13
187,45,62,388,1,14
187,46,438,544,1,-106
187,47,393,217,1,81
187,48,302,649,0,10
187,49,442,548,1,-107
188,0,156,474,1,88
188,1,427,308,0,-67
188,2,66,66,0,-231
188,3,439,544,1,-105
188,4,687,377,1,-17
188,5,64,386,1,22
188,6,454,33,0,59
188,7,277,69,0,-232
188,8,275,69,0,-217
188,9,460,31,0,33
188,10,460,63,0,40
188,11,439,545,1,-109
188,12,311,640,0,32
188,13,62,59,0,-216
188,14,636,14,0,-140
188,15,84,677,1,36
188,16,440,544,0,-109
188,17,296,79,0,-208
188,18,62,386,1,14
188,19,61,59,0,-215
188,20,423,304,1,-84
188,21,427,308,0,-72
188,22,623,260,0,10
188,23,393,214,1,-267
188,24,157,463,1,-247
188,25,392,217,1,-262
188,26,303,647,0,10
188,27,429,306,1,-81
188,28,453,31,0,62
188,29,154,472,1,88
188,30,152,475,1,86
188,31,426,309,0,-70
188,32,440,544,0,-108
188,33,405,318,0,-129
188,34,83,673,0,37
188,35,297,80,0,-211
188,36,688,375,1,-17
188,37,149,470,1,82
188,38,152,471,1,81
188,39,460,32,0,39
188,40,153,471,1,90
188,41,153,472,1,87
188,42,449,42,1,80
188,43,317,628,0,-247
188,44,62,386,1,14
188,45,61,385,1,13
188,46,441,544,0,-107
188,47,390,216,1,81
188,48,301,646,0,8
188,49,445,549,0,-107
189,0,153,474,1,88
189,1,430,307,1,-67
189,2,63,68,1,-234
189,3,442,544,1,-105
189,4,688,374,1,-17
189,5,63,383,1,22
189,6,452,31,0,60
189,7,275,71,0,-228
189,8,273,72,0,-212
189,9,458,28,0,37
189,10,457,59,0,38
189,11,442,546,0,-109
189,12,310,638,0,33
189,13,60,61,0,-215
189,14,638,16,0,-140
189,15,82,674,0,35
189,16,443,545,1,-110
189,17,294,82,0,-212
189,18,61,383,1,14
189,19,59,62,0,-215
189,20,426,304,1,-85
189,21,430,307,1,-72
189,22,622,257,0,10
189,23,390,214,1,-265
189,24,154,465,1,-246
189,25,389,217,1,-263
189,26,303,644,0,9
189,27,432,305,1,-82
189,28,451,30,0,63
189,29,151,472,1,87
189,30,149,474,1,85
189,31,429,308,1,-70
189,32,443,545,1,-108
189,33,407,320,0,-121
189,34,81,671,0,38
189,35,295,83,0,-216
189,36,689,372,0,-17
189,37,146,470,1,82
189,38,149,471,1,81
189,39,458,29,0,42
189,40,150,471,1,89
189,41,150,472,0,88
189,42,446,41,1,76
189,43,312,630,0,-246
189,44,62,383,1,14
189,45,60,382,1,13
189,46,444,545,1,-108
189,47,387,216,1,81
189,48,301,643,0,7
189,49,448,550,1,-105
190,0,150,474,0,88
190,1,433,306,1,-68
190,2,61,69,1,-236
190,3,445,545,1,-105
190,4,689,371,0,-17
190,5,61,381,1,22
190,6,449,30,0,60
190,7,272,73,0,-224
190,8,272,74,0,-207
190,9,456,26,0,41
190,10,453,54,0,37
190,11,445,547,1,-108
190,12,308,635,0,35
190,13,58,64,0,-215
190,14,640,19,0,-140
190,15,80,672,0,34
190,16,446,546,1,-110
190,17,292,84,0,-216
190,18,60,380,1,13
190,19,57,64,0,-214
190,20,429,304,1,-86
190,21,433,306,1,-72
190,22,622,254,0,10
190,23,387,214,1,-265
190,24,151,466,1,-246
190,25,386,218,1,-264
190,26,302,640,0,10
190,27,435,305,1,-82
190,28,448,28,0,64
190,29,148,472,1,87
190,30,146,474,1,85
190,31,432,307,1,-71
190,32,446,546,1,-108
190,33,411,321,0,-113
190,34,79,669,0,38
190,35,293,85,0,-220
190,36,690,369,0,-18
190,37,143,469,1,82
190,38,147,470,1,82
190,39,456,27,0,46
190,40,147,471,1,89
190,41,147,472,0,88
190,42,444,40,0,73
190,43,308,631,0,-246
190,44,61,380,1,14
190,45,60,379,1,13
190,46,447,546,1,-108
190,47,384,215,1,82
190,48,301,640,0,6
190,49,451,550,1,-105
191,0,147,474,0,87
191,1,435,305,1,-69
191,2,59,71,1,-236
191,3,448,546,1,-105
191,4,690,368,0,-17
191,5,60,378,1,21
191,6,447,28,0,61
191,7,270,76,0,-219
191,8,271,77,0,-203
191,9,454,24,0,44
191,10,450,50,0,36
191,11,448,548,1,-109
191,12,306,633,0,37
191,13,57,66,0,-215
191,14,642,21,0,-140
191,15,79,669,0,35
191,16,449,547,1,-111
191,17,290,86,0,-221
191,18,60,377,1,13
191,19,56,67,1,-214
191,20,432,304,1,-88
191,21,436,305,1,-73
191,22,621,251,0,10
191,23,384,215,1,-264
191,24,148,467,1,-245
191,25,383,218,1,-266
191,26,302,637,0,10
191,27,438,305,1,-83
191,28,445,27,0,65
191,29,145,472,1,86
191,30,143,474,1,84
191,31,434,306,1,-72
191,32,449,547,1,-108
191,33,414,322,1,-106
191,34,77,666,1,38
191,35,291,87,0,-225
191,36,691,366,0,-18
191,37,140,469,1,83
191,38,144,470,1,82
191,39,453,25,0,49
191,40,144,471,1,88
191,41,144,472,0,87
191,42,441,39,0,69
191,43,304,633,0,-247
191,44,60,377,1,14
191,45,59,376,1,14
191,46,449,547,1,-108
191,47,381,215,1,83
191,48,300,636,0,6
191,49,454,551,1,-104
192,0,144,473,1,86
192,1,438,304,1,-71
192,2,56,72,1,-237
192,3,451,547,1,-106
192,4,691,365,0,-17
192,5,59,375,1,22
192,6,444,27,0,61
192,7,269,78,0,-215
192,8,270,80,1,-198
192,9,452,22,0,48
192,10,447,45,0,35
192,11,451,549,1,-109
192,12,304,630,0,38
192,13,55,69,1,-216
192,14,644,23,0,-140
192,15,77,667,1,35
192,16,452,548,1,-111
192,17,288,89,0,-225
192,18,59,374,1,13
192,19,54,69,1,-214
192,20,435,304,0,-90
192,21,439,304,1,-74
192,22,620,248,0,10
192,23,381,215,1,-264
192,24,145,469,1,-245
192,25,380,218,1,-267
192,26,301,634,0,11
192,27,441,304,0,-83
192,28,442,26,0,66
192,29,142,472,1,85
192,30,140,473,1,83
192,31,437,305,1,-73
192,32,452,548,1,-108
192,33,418,323,0,-100
192,34,75,664,1,38
192,35,289,89,1,-228
192,36,692,363,0,-18
192,37,137,469,1,84
192,38,141,469,1,83
192,39,451,24,0,52
192,40,141,471,1,88
192,41,141,472,1,88
192,42,438,38,0,65
192,43,300,635,0,-249
192,44,59,374,1,13
192,45,58,373,1,14
192,46,452,548,1,-108
192,47,378,215,1,84
192,48,300,633,0,7
192,49,457,552,1,-103
193,0,141,473,1,85
193,1,441,303,0,-73
193,2,53,74,1,-238
193,3,454,548,1,-108
193,4,692,362,0,-18
193,5,58,372,1,21
193,6,441,25,0,61
193,7,267,81,0,-211
193,8,269,83,1,-195
193,9,449,20,0,52
193,10,443,40,0,34
193,11,454,550,1,-110
193,12,302,628,0,40
193,13,53,71,1,-217
193,14,646,25,0,-140
193,15,75,664,0,35
193,16,454,549,1,-111
193,17,286,91,1,-227
193,18,58,371,1,13
193,19,52,72,1,-215
193,20,438,304,0,-90
193,21,442,304,0,-75
193,22,620,245,0,10
193,23,378,215,1,-264
193,24,142,470,1,-246
193,25,377,218,1,-268
193,26,300,631,0,12
193,27,444,304,0,-83
193,28,440,25,0,66
193,29,139,471,1,85
193,30,137,473,1,82
193,31,440,305,0,-74
193,32,455,549,1,-108
193,33,422,323,0,-95
193,34,74,662,1,38
193,35,286,91,1,-232
193,36,693,360,1,-18
193,37,134,468,1,84
193,38,138,469,1,84
193,39,448,22,0,54
193,40,138,471,1,89
193,41,138,472,1,87
193,42,436,36,0,60
193,43,296,636,0,-250
193,44,59,371,1,13
193,45,57,370,1,14
193,46,455,549,0,-107
193,47,375,215,1,85
193,48,299,630,0,8
193,49,460,552,1,-102
194,0,138,473,1,85
194,1,444,302,0,-75
194,2,51,76,1,-239
194,3,457,549,0,-108
194,4,693,360,1,-19
194,5,57,369,1,20
194,6,439,24,0,61
194,7,266,84,1,-206
194,8,268,86,1,-192
194,9,447,18,0,55
194,10,440,35,0,33
194,11,456,551,1,-110
194,12,300,626,0,43
194,13,51,74,1,-216
194,14,648,28,0,-140
194,15,73,662,1,35
194,16,457,550,0,-111
194,17,284,93,1,-230
194,18,58,368,1,14
194,19,50,74,1,-215
194,20,441,304,0,-91
194,21,445,303,0,-77
194,22,619,242,0,10
194,23,375,216,1,-263
194,24,139,471,1,-247
194,25,374,218,1,-269
194,26,300,628,0,14
194,27,447,304,0,-84
194,28,437,23,0,66
194,29,136,471,1,85
194,30,134,473,1,82
194,31,443,304,0,-76
194,32,458,550,1,-109
194,33,426,323,0,-90
194,34,72,659,1,38
194,35,284,93,1,-234
194,36,694,358,1,-19
194,37,131,468,1,85
194,38,135,469,1,85
194,39,446,20,0,57
194,40,135,471,1,88
194,41,135,471,1,87
194,42,433,35,0,56
194,43,293,637,0,-253
194,44,58,368,1,14
194,45,57,367,1,14
194,46,458,550,0,-107
194,47,372,214,1,87
194,48,299,627,0,9
194,49,463,553,1,-101
195,0,135,473,0,84
195,1,447,301,0,-76
195,2,48,77,1,-237
195,3,459,550,1,-109
195,4,694,357,1,-19
195,5,56,367,1,20
195,6,436,23,0,61
195,7,265,86,1,-201
195,8,268,89,0,-191
195,9,444,17,0,58
195,10,437,30,0,33
195,11,459,552,1,-109
195,12,298,624,0,44
195,13,49,76,1,-216
195,14,650,30,0,-140
195,15,72,659,1,35
195,16,460,551,1,-111
195,17,281,95,1,-233
195,18,57,365,1,13
195,19,49,77,1,-215
195,20,444,304,0,-91
195,21,447,302,0,-78
195,22,619,239,0,10
195,23,372,216,1,-264
195,24,136,473,1,-248
195,25,371,218,1,-270
195,26,299,625,0,15
195,27,450,303,0,-84
195,28,434,22,0,65
195,29,133,471,1,86
195,30,132,472,1,82
195,31,446,303,0,-77
195,32,460,551,1,-110
195,33,430,323,0,-86
195,34,70,657,1,38
195,35,281,95,1,-237
195,36,694,355,1,-18
195,37,128,468,1,87
195,38,132,469,1,86
195,39,443,19,0,59
195,40,132,471,0,89
195,41,132,471,0,88
195,42,431,33,0,53
195,43,290,638,0,-257
195,44,57,365,1,15
195,45,56,364,1,14
195,46,461,551,1,-107
195,47,369,214,1,88
195,48,298,624,0,12
195,49,466,554,1,-101
196,0,132,472,0,83
196,1,450,301,0,-79
196,2,46,79,1,-237
196,3,462,551,1,-109
196,4,695,354,1,-19
196,5,55,364,1,19
196,6,433,21,0,60
196,7,264,89,1,-199
196,8,267,92,0,-190
196,9,442,15,0,60
196,10,434,25,0,33
196,11,462,553,1,-109
196,12,296,622,0,46
196,13,48,78,1,-216
196,14,651,32,0,-140
196,15,70,657,1,35
196,16,463,552,1,-110
196,17,279,96,1,-235
196,18,56,363,1,13
196,19,47,79,1,-216
196,20,447,304,0,-91
196,21,450,302,0,-79
196,22,618,236,0,10
196,23,369,217,1,-264
196,24,133,474,1,-250
196,25,368,218,1,89
196,26,298,622,0,18
196,27,453,303,0,-85
196,28,432,21,0,64
196,29,130,471,1,86
196,30,129,472,1,82
196,31,449,303,0,-78
196,32,463,552,1,-110
196,33,435,322,0,-82
196,34,68,654,0,37
196,35,278,97,1,-238
196,36,695,352,1,-19
196,37,125,468,1,88
196,38,129,469,1,87
196,39,440,17,0,61
196,40,129,471,0,89
196,41,129,471,1,88
196,42,428,31,0,49
196,43,287,638,0,-262
196,44,56,362,1,15
196,45,55,361,1,14
196,46,464,552,1,-108
196,47,366,214,1,89
196,48,298,621,0,14
196,49,469,554,1,-101
197,0,129,472,1,83
197,1,453,300,0,-81
197,2,43,81,1,-236
197,3,465,551,1,-109
197,4,696,351,1,-20
197,5,54,361,1,19
197,6,431,19,0,59
197,7,263,92,1,-196
197,8,267,95,0,-189
197,9,439,14,0,63
197,10,431,20,0,33
197,11,465,554,1,-109
197,12,294,620,0,47
197,13,46,81,1,-217
197,14,653,35,0,-140
197,15,68,654,0,35
197,16,466,553,1,-110
197,17,276,98,1,-236
197,18,56,360,1,13
197,19,45,82,1,-217
197,20,450,304,0,-92
197,21,453,301,0,-80
197,22,618,233,0,10
197,23,366,217,1,-264
197,24,130,475,1,-252
197,25,365,218,1,88
197,26,297,619,0,21
197,27,456,303,0,-85
197,28,429,20,0,64
197,29,127,471,1,86
197,30,126,471,1,82
197,31,452,302,0,-79
197,32,466,553,1,-109
197,33,439,321,0,-79
197,34,66,652,1,37
197,35,276,98,0,-239
197,36,696,349,1,-19
197,37,122,468,1,89
197,38,126,468,1,88
197,39,438,16,0,62
197,40,126,471,1,90
197,41,126,471,1,88
197,42,426,29,0,45
197,43,284,638,0,-268
197,44,56,360,1,16
197,45,54,358,1,14
197,46,467,553,1,-108
197,47,363,214,1,-269
197,48,297,619,0,17
197,49,472,555,1,-100
198,0,126,471,1,83
198,1,456,300,0,-82
198,2,41,82,1,-235
198,3,468,552,1,-109
198,4,697,348,1,-21
198,5,53,358,1,18
198,6,428,18,0,59
198,7,262,95,0,-194
198,8,266,97,0,-189
198,9,436,13,0,65
198,10,428,16,0,33
198,11,468,555,1,-110
198,12,292,618,0,48
198,13,44,83,1,-218
198,14,655,37,0,-140
198,15,66,652,1,35
198,16,468,555,1,-110
198,17,273,100,1,-236
198,18,55,357,1,13
198,19,43,84,1,-218
198,20,453,304,0,-92
198,21,456,301,0,-81
198,22,617,230,0,10
198,23,363,217,1,-265
198,24,127,476,1,-254
198,25,362,218,1,88
198,26,296,617,0,24
198,27,459,303,0,-85
198,28,426,18,0,62
198,29,124,470,1,86
198,30,123,471,1,83
198,31,455,302,0,-80
198,32,469,554,0,-110
198,33,444,320,0,-77
198,34,64,650,0,37
198,35,273,100,0,-239
198,36,697,346,1,-19
198,37,119,468,1,-270
198,38,123,468,1,89
198,39,435,14,0,63
198,40,123,471,1,-270
198,41,123,471,1,88
198,42,424,26,0,42
198,43,281,638,0,84
198,44,55,357,0,16
198,45,54,356,1,14
198,46,469,554,1,-108
198,47,360,214,1,-268
198,48,296,616,0,20
198,49,475,555,1,-100
199,0,123,471,1,83
199,1,459,299,0,-83
199,2,38,84,1,-234
199,3,471,554,1,-110
199,4,698,345,1,-20
199,5,52,355,1,17
199,6,426,16,0,59
199,7,261,98,0,-192
199,8,266,100,0,-189
199,9,433,11,0,67
199,10,425,12,0,34
199,11,471,556,1,-110
199,12,289,616,0,50
199,13,42,86,1,-218
199,14,657,39,0,-140
199,15,65,649,0,35
199,16,471,556,1,-110
199,17,271,102,0,-237
199,18,54,354,1,13
199,19,41,86,1,-218
199,20,456,304,0,-92
199,21,459,300,0,-83
199,22,617,228,0,10
199,23,360,217,1,-266
199,24,124,476,1,-257
199,25,359,218,1,87
199,26,294,614,0,27
199,27,456,302,0,77
199,28,424,17,0,61
199,29,121,470,1,86
199,30,120,470,1,82
199,31,458,301,0,-82
199,32,472,555,1,-109
199,33,449,319,0,-74
199,34,63,647,1,36
199,35,270,102,0,-238
199,36,698,343,1,-19
199,37,116,468,1,-269
199,38,120,468,1,-270
199,39,432,13,0,64
199,40,120,471,1,-270
199,41,120,471,1,89
199,42,422,24,0,40
199,43,278,637,0,75
199,44,54,354,1,16
199,45,53,353,1,14
199,46,472,554,1,-109
199,47,357,215,1,-266
199,48,295,613,0,24
199,49,477,556,1,-101
200,0,120,471,1,82
200,1,456,299,0,82
200,2,36,86,1,-233
200,3,474,555,1,-110
200,4,699,343,1,-19
200,5,52,352,1,16
200,6,423,15,0,58
200,7,261,101,0,-190
200,8,265,103,0,-190
200,9,430,10,0,68
200,10,422,8,0,34
200,11,473,557,1,-109
200,12,287,614,1,50
200,13,40,88,1,-220
200,14,659,42,0,-140
200,15,63,647,1,34
200,16,474,557,1,-110
200,17,268,103,0,-237
200,18,53,351,1,14
200,19,40,89,1,-219
200,20,459,304,0,-91
200,21,456,300,0,80
200,22,616,225,0,10
200,23,357,217,1,-267
200,24,121,477,0,-260
200,25,356,218,1,86
200,26,293,611,0,31
200,27,453,303,0,-251
200,28,421,15,0,59
200,29,118,470,0,87
200,30,117,470,1,82
200,31,455,301,0,85
200,32,475,556,0,-109
200,33,454,317,0,-71
200,34,61,645,1,35
200,35,267,103,0,-238
200,36,699,340,1,-19
200,37,113,468,0,-268
200,38,117,468,0,-269
200,39,429,11,0,65
200,40,117,471,0,-270
200,41,117,471,0,89
200,42,420,21,0,37
200,43,275,636,0,65
200,44,53,351,1,17
200,45,52,350,1,14
200,46,475,555,0,-108
200,47,354,215,1,-265
200,48,293,610,1,28
200,49,480,556,1,-101
201,0,117,470,1,83
201,1,453,300,0,-257
201,2,34,88,1,-231
201,3,476,556,0,-110
201,4,700,340,1,-19
201,5,51,349,1,15
201,6,421,13,0,57
201,7,260,104,0,-189
201,8,265,106,0,-191
201,9,427,9,0,68
201,10,419,4,0,35
201,11,476,557,1,-107
201,12,285,612,1,51
201,13,38,90,1,-221
201,14,661,44,0,-140
201,15,61,644,1,34
201,16,477,557,0,-109
201,17,266,105,0,-236
201,18,53,348,1,15
201,19,38,91,1,-220
201,20,456,304,0,72
201,21,453,300,0,-257
201,22,616,222,0,10
201,23,354,218,1,-267
201,24,118,477,0,-263
201,25,353,217,1,86
201,26,291,609,1,35
201,27,450,302,0,67
201,28,418,14,0,57
201,29,115,470,0,87
201,30,114,470,1,83
201,31,452,302,0,-244
201,32,477,557,0,-109
201,33,458,315,0,-68
201,34,59,642,1,35
201,35,265,105,0,-237
201,36,700,338,0,-19
201,37,110,468,1,-268
201,38,114,468,0,-269
201,39,426,10,0,66
201,40,114,471,0,-270
201,41,114,471,0,89
201,42,418,19,0,36
201,43,273,634,1,56
201,44,52,348,0,17
201,45,52,347,1,14
201,46,478,556,1,-109
201,47,351,215,1,-264
201,48,292,608,1,32
201,49,483,557,1,-102
202,0,114,470,1,83
202,1,451,302,0,-206
202,2,31,90,1,-230
202,3,479,557,1,-111
202,4,701,337,0,-19
202,5,50,346,1,16
202,6,418,11,0,57
202,7,260,107,0,-189
202,8,264,109,0,-193
202,9,424,8,0,69
202,10,417,0,0,36
202,11,479,558,1,-107
202,12,282,610,1,53
202,13,36,92,1,-222
202,14,663,46,0,-140
202,15,60,642,1,35
202,16,480,558,1,-109
202,17,263,107,0,-235
202,18,52,345,1,15
202,19,36,93,1,-221
202,20,453,304,0,-259
202,21,452,303,0,-204
202,22,615,219,0,10
202,23,351,218,1,-268
202,24,115,478,0,-265
202,25,350,217,1,87
202,26,289,607,1,38
202,27,448,301,0,70
202,28,416,12,0,56
202,29,112,470,1,88
202,30,111,469,1,83
202,31,449,301,0,74
202,32,480,558,0,-109
202,33,455,315,0,-267
202,34,58,640,1,34
202,35,262,107,0,-237
202,36,701,335,1,-19
202,37,107,468,1,-268
202,38,111,469,1,-268
202,39,423,9,0,66
202,40,111,471,0,-269
202,41,111,471,0,89
202,42,416,16,0,35
202,43,270,632,1,47
202,44,51,345,1,18
202,45,51,344,1,13
202,46,481,557,1,-109
202,47,348,216,1,-263
202,48,290,605,1,37
202,49,486,558,1,-102
203,0,111,470,1,84
203,1,450,305,0,-207
203,2,29,92,1,-228
203,3,482,558,1,-111
203,4,702,334,1,-19
203,5,49,344,1,15
203,6,416,10,0,56
203,7,260,110,0,-189
203,8,263,112,0,-194
203,9,421,7,0,69
203,10,414,-3,0,38
203,11,482,559,1,-106
203,12,280,608,1,53
203,13,34,95,0,-223
203,14,665,49,0,-140
203,15,58,639,1,35
203,16,483,559,1,-108
203,17,261,109,0,-235
203,18,51,342,1,15
203,19,34,95,1,-222
203,20,451,303,0,59
203,21,451,306,0,-205
203,22,615,216,0,10
203,23,348,218,1,-268
203,24,112,478,0,-267
203,25,347,217,1,86
203,26,287,604,1,42
203,27,445,300,0,73
203,28,414,10,0,55
203,29,109,470,0,89
203,30,108,469,1,84
203,31,446,301,0,75
203,32,483,559,1,-109
203,33,452,315,0,90
203,34,56,637,1,34
203,35,259,109,0,-236
203,36,702,332,1,-20
203,37,104,468,1,-267
203,38,108,469,1,-268
203,39,420,7,0,66
203,40,108,471,0,-269
203,41,108,471,0,89
203,42,414,13,0,35
203,43,269,630,1,38
203,44,50,342,1,18
203,45,50,341,1,14
203,46,484,558,1,-109
203,47,345,216,1,-262
203,48,288,603,1,42
203,49,489,558,1,-103
204,0,108,469,1,85
204,1,449,308,0,-210
204,2,27,94,1,-226
204,3,485,559,1,-111
204,4,703,331,1,-18
204,5,48,341,1,14
204,6,413,8,0,55
204,7,259,113,0,-189
204,8,263,115,0,-196
204,9,418,5,0,69
204,10,412,747,0,38
204,11,485,560,0,-106
204,12,278,607,1,54
204,13,32,97,1,-224
204,14,667,51,0,-140
204,15,56,637,1,34
204,16,486,560,1,-107
204,17,258,110,0,-233
204,18,50,339,1,16
204,19,32,98,1,-223
204,20,448,303,0,-254
204,21,450,309,0,-207
204,22,614,213,0,10
204,23,345,218,1,-268
204,24,109,478,0,90
204,25,344,217,1,87
204,26,285,602,1,46
204,27,442,299,0,76
204,28,411,8,0,54
204,29,106,470,0,89
204,30,105,469,1,85
204,31,443,300,0,78
204,32,486,560,1,-109
204,33,449,315,0,87
204,34,54,635,1,35
204,35,257,110,0,-234
204,36,703,329,1,-20
204,37,101,469,1,-265
204,38,105,469,0,-267
204,39,417,6,0,67
204,40,105,471,0,-269
204,41,105,471,0,89
204,42,412,10,0,34
204,43,267,627,0,31
204,44,50,339,1,18
204,45,49,338,1,15
204,46,486,559,1,-109
204,47,342,216,1,-263
204,48,286,601,0,46
204,49,492,559,1,-104
205,0,105,469,0,85
205,1,447,310,0,-212
205,2,25,96,1,-224
205,3,488,560,1,-112
205,4,704,328,1,-18
205,5,48,338,1,13
205,6,411,6,0,55
205,7,258,116,0,-191
205,8,262,118,0,-199
205,9,415,4,0,70
205,10,409,744,0,38
205,11,488,561,1,-105
205,12,275,605,1,54
205,13,30,99,1,-224
205,14,669,53,0,-140
205,15,55,635,1,35
205,16,488,561,1,-108
205,17,256,112,0,-231
205,18,49,336,1,16
205,19,30,100,1,-224
205,20,445,304,0,-254
205,21,448,311,0,-211
205,22,614,210,0,10
205,23,342,218,1,-269
205,24,105,478,0,88
205,25,341,217,1,87
205,26,283,600,0,50
205,27,439,298,0,78
205,28,409,7,0,54
205,29,103,470,0,-270
205,30,102,469,0,86
205,31,440,299,0,81
205,32,489,561,1,-109
205,33,446,315,0,85
205,34,53,632,1,35
205,35,255,112,0,-231
205,36,704,326,1,-20
205,37,98,469,0,-264
205,38,102,469,0,-267
205,39,414,5,0,67
205,40,102,471,0,-269
205,41,102,471,0,88
205,42,410,7,0,34
205,43,265,624,1,25
205,44,49,337,1,17
205,45,49,335,0,15
205,46,489,560,0,-109
205,47,339,217,1,-262
205,48,283,599,0,50
205,49,495,560,1,-105
206,0,102,469,0,86
206,1,445,313,0,-214
206,2,23,98,1,-223
206,3,490,561,1,-112
206,4,705,326,1,-19
206,5,47,335,1,13
206,6,408,5,0,55
206,7,258,119,0,-193
206,8,260,121,1,-202
206,9,412,3,0,70
206,10,407,740,0,38
206,11,491,562,1,-105
206,12,273,603,1,54
206,13,28,101,1,-225
206,14,671,56,0,-140
206,15,53,632,1,34
206,16,491,562,1,-107
206,17,254,114,1,-228
206,18,49,334,1,16
206,19,27,102,1,-225
206,20,442,305,0,-253
206,21,446,314,0,-215
206,22,613,207,0,10
206,23,339,218,1,-269
206,24,102,477,0,85
206,25,338,217,1,88
206,26,280,599,1,53
206,27,436,298,0,82
206,28,406,5,0,54
206,29,100,470,0,-269
206,30,99,468,0,86
206,31,437,299,0,84
206,32,492,562,1,-109
206,33,443,315,0,83
206,34,51,630,1,35
206,35,252,114,1,-229
206,36,705,324,0,-20
206,37,95,469,1,-264
206,38,99,469,0,-268
206,39,411,3,0,67
206,40,99,471,0,-269
206,41,99,471,0,89
206,42,409,5,0,35
206,43,264,621,1,21
206,44,48,334,0,17
206,45,48,332,1,14
206,46,492,561,1,-109
206,47,336,217,1,-263
206,48,281,597,1,54
206,49,498,561,1,-107
207,0,99,469,0,86
207,1,444,315,0,-217
207,2,21,100,1,-222
207,3,493,562,1,-112
207,4,706,323,0,-18
207,5,46,332,1,12
207,6,406,3,0,55
207,7,257,122,0,-195
207,8,259,123,1,-205
207,9,409,2,0,70
207,10,404,737,0,38
207,11,494,562,1,-105
207,12,270,601,1,54
207,13,26,103,1,-226
207,14,673,58,0,-140
207,15,51,630,1,34
207,16,494,563,1,-106
